epoch,train_loss
1,2.1230208673257676
2,0.9271859344776228
3,0.7947765440872285
4,0.6308993256231822
5,0.44780543641085446
6,0.2862186516013599
7,0.1782507467655725
8,0.11697347649558752
9,0.08246933142538351
10,0.061799373824622084
11,0.04852034324469144
12,0.03946161479378327
13,0.032974687326030996
14,0.02814505528220411
15,0.024434268443201502
16,0.02150856705498694
17,0.019151827050055144
18,0.017218802345981284
19,0.015608732071756304
20,0.01424977920366551
21,0.013089498812109067
22,0.012088801077042532
23,0.011218013465805388
24,0.010454244323648172
25,0.009779576345216987
26,0.00917980273817925
27,0.008643526394407117
28,0.00816150688482276
29,0.007726179801260258
30,0.0073312979903841086
31,0.006971660331339608
32,0.006642904280558097
33,0.006341345470995362
34,0.006063852451283766
35,0.005807747959338341
36,0.00557073043932761
37,0.005350811150854685
38,0.005146263395431154
39,0.004955581238580787
40,0.004777445731451816
41,0.004610697099010198
42,0.004454311708050518
43,0.004307382889254278
44,0.004169104885936808
45,0.00403875935412538
46,0.003915703955931007
47,0.0037993626793615767
48,0.0036892175890497567
49,0.0035848017685365993
50,0.0034856932592279757
51,0.00339150983656442
52,0.003301904492317349
53,0.003216561514760181
54,0.003135193076935813
55,0.003057536258254158
56,0.002983350436911695
57,0.0029124150006755055
58,0.0028445273318496904
59,0.0027795010290796104
60,0.0027171643343268156
61,0.002657358738076234
62,0.002599937739783752
63,0.002544765743887166
64,0.0024917170744918407
65,0.002440675094191523
66,0.0023915314144803035
67,0.002344185186898645
68,0.0022985424654976875
69,0.002254515632435799
70,0.0022120228795719996
71,0.002170987739823981
72,0.0021313386628363643
73,0.0020930086301741485
74,0.0020559348058344163
75,0.0020200582183729793
76,0.0019853234713769524
77,0.0019516784793916816
78,0.0019190742267462997
79,0.0018874645470045221
80,0.0018568059210226993
81,0.0018270572918211805
82,0.0017981798946630008
83,0.001770137100914741
84,0.001742894274405004
85,0.0017164186391399512
86,0.0016906791573420307
87,0.0016656464168947418
88,0.0016412925273566075
89,0.0016175910238022354
90,0.001594516777811391
91,0.0015720459149983158
92,0.0015501557385306625
93,0.001528824658139155
94,0.001508032124165892
95,0.0014877585662391992
96,0.001467985336208431
97,0.0014486946549897152
98,0.0014298695630269578
99,0.001411493874073624
100,0.0013935521320510953
101,0.0013760295707393331
102,0.0013589120760923888
103,0.0013421861509803022
104,0.0013258388821772735
105,0.0013098579094329673
106,0.0012942313964762412
107,0.0012789480038115477
108,0.001263996863180668
109,0.0012493675535739433
110,0.0012350500786813292
111,0.0012210348456858874
112,0.0012073126453050241
113,0.0011938746329989481
114,0.0011807123112635228
115,0.0011678175129396064
116,0.0011551823854692308
117,0.0011427993760373277
118,0.0011306612175424034
119,0.0011187609153422535
120,0.0011070917347264936
121,0.0010956471890684817
122,0.001084421028615555
123,0.0010734072298772995
124,0.0010625999855756938
125,0.0010519936951227627
126,0.0010415829555936033
127,0.0010313625531643306
128,0.0010213274549902742
129,0.00101147280149421
130,0.0010017938990454194
131,0.000992286213001267
132,0.000982945361096323
133,0.0009737671071566277
134,0.0009647473551170185
135,0.0009558821433327987
136,0.000947167639161013
137,0.0009386001338013915
138,0.0009301760373816843
139,0.0009218918742724534
140,0.0009137442786216086
141,0.0009057299900933148
142,0.0008978458498058987
143,0.0008900887964508301
144,0.0008824558625903008
145,0.0008749441711199268
146,0.0008675509318883217
147,0.000860273438468627
148,0.0008531090650698625
149,0.0008460552635830747
150,0.0008391095607574835
151,0.0008322695554961625
152,0.0008255329162683452
153,0.0008188973786312293
154,0.0008123607428561512
155,0.0008059208716552254
156,0.0007995756880008813
157,0.0007933231730363931
158,0.0007871613640731692
159,0.0007810883526678994
160,0.0007751022827784403
161,0.0007692013489948684
162,0.0007633837948389199
163,0.0007576479111338012
164,0.000751992034436479
165,0.0007464145455326598
166,0.000740913867988342
167,0.0007354884667612673
168,0.0007301368468617086
169,0.0007248575520672544
170,0.0007196491636861402
171,0.000714510299365344
172,0.0007094396119466616
173,0.0007044357883624243
174,0.0006994975485752993
175,0.0006946236445533903
176,0.0006898128592868551
177,0.0006850640058380396
178,0.0006803759264267873
179,0.0006757474915480359
180,0.0006711775991226943
181,0.0006666651736763549
182,0.0006622091655500595
183,0.0006578085501356722
184,0.0006534623271409671
185,0.0006491695198778733
186,0.0006449291745776528
187,0.0006407403597276764
188,0.0006366021654316816
189,0.0006325137027928488
190,0.0006284741033163549
191,0.0006244825183318528
192,0.0006205381184372031
193,0.0006166400929594609
194,0.000612787649432446
195,0.0006089800130950096
196,0.0006052164264021037
197,0.0006014961485545439
198,0.0005978184550419071
199,0.0005941826372023417
200,0.0005905880017940658
